product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
OxE5GxDPbhR4,toys,150,16,5,16
whOQcIDpLYmd,stationery,200,16,10,27
aQ4xXZHLyDmu,toys,250,16,6,11
S5XqLDz0iD7e,toys,1250,16,35,11
NUrbv5Jq4J3M,toys,150,16,2,11
5G9pXBIeBfls,toys,300,16,10,20
JXbXLOjpVVPD,toys,600,16,11,11
EGV2uwgdOLhr,toys,50,16,6,11
Uhp8gjSHhbfW,toys,400,16,8,12
VHFcIq7Zfv5w,toys,250,16,11,11
A5UnGN20bLl3,toys,150,16,4,13
5a1JXL6f8a9f,toys,600,16,11,16
L8byAQXdg51r,toys,350,16,16,16
vfT9jCM5aVFN,toys,550,16,16,20
g2ZAvIW38QoG,toys,350,16,11,11
mPA2VbEk1kcs,toys,491,16,12,13
QkaJ9bDnYrwn,toys,100,16,16,16
GQM0SgyvtJYN,toys,500,16,3,20
HtRKGFqtYZAV,bed_bath_table,1000,16,10,16
Ir8EMaTfYwh0,toys,225,16,23,19
UZLkVqa5jvJH,toys,450,16,10,16
IcCL8guUhy2r,toys,200,16,11,11
J2DRnPtPfdxK,toys,1050,16,12,26
J6ze5UUcTwUH,fashion_bags_accessories,4600,16,2,11
yuy6laq9M3UK,toys,600,16,12,11
Y5ZQ9CfbPmfV,fashion_bags_accessories,800,16,9,11
ZA7jPt0X2rpp,toys,800,16,25,16
phQiBLJQZ08v,toys,100,16,6,13
cuEE6IxHqQ05,toys,150,16,7,11
7gnmAS4VLVoL,toys,900,16,21,37
e8WmwV4PjZt8,toys,900,16,16,16
e42X7zGYOlcb,toys,250,16,2,11
iFSr8VAG1s3n,toys,275,16,13,14
rArl9N9S0dXe,stationery,750,16,20,35
HOiNq0kS1FSa,toys,300,16,16,12
zj2jB2Rg4UT9,toys,250,16,6,11
6kks8D3zmOO5,toys,200,16,22,16
htcDfWYBMBmi,toys,350,16,2,11
ElNsZeN1imlB,toys,400,16,35,25
bObsGzcqdBN0,toys,350,16,14,16
5Rvanr7TyvmJ,toys,300,16,11,20
6cEY2WHaZWzp,toys,750,16,10,16
M4z1exzMpopc,computers_accessories,300,16,8,11
8TEg4W94tIHB,toys,800,16,10,16
ycRXdN9mE4aE,toys,1150,16,25,12
s8VQ6FMriPND,toys,800,16,12,11
r5iXAybvrBQh,toys,2700,16,31,38
p3fqie6BKGsl,toys,600,16,25,12
8sp2vlju1369,stationery,300,16,5,16
FiVn9loUlunV,toys,800,16,16,16
dhvnKrebv3ik,toys,300,16,4,20
4iQD3Fy2n2AU,toys,950,16,16,16
vVo8ZNFVmkHG,toys,350,16,7,11
3M8aMMQipWjU,fashion_male_clothing,300,16,2,11
MLCCGziKEKEQ,toys,300,16,6,15
DQpJjnniBqNB,home_appliances,100,16,10,11
cftlfJMwWphZ,toys,100,16,5,12
rLGwxYKCoqKl,toys,150,16,14,11
WRuqfUB0p5wd,toys,200,16,16,11
WvsRaA3YaI0q,toys,650,16,25,16
z8QcjjAzOcwU,fashion_bags_accessories,200,16,2,11
qBdoNCzAh4LW,toys,1300,16,16,18
ePdRhmKUoDul,toys,150,16,11,11
OGkHRekksBXl,toys,200,16,7,11
trBoUvVR8gHj,toys,300,16,16,16
7KxzynPmpWeL,toys,200,16,3,11
m53nzwN0YFDH,toys,3600,16,50,40
qpSAJumuoAll,sports_leisure,600,16,15,15
MpzlT1ggeA54,bed_bath_table,550,16,10,11
G0Mhw9TSdfnz,toys,500,16,28,11
bM1HZ1O1PR9o,,3000,16,21,19
c3W9kXAt5h6t,stationery,200,16,7,27
080K7QSyCYAM,toys,150,16,13,11
rce8gR41EwVh,toys,350,16,12,12
RewgMKf5FqWq,toys,150,16,7,11
BnVoVuL4N3of,toys,250,16,4,12
MfvDmRcEAKvj,toys,50,16,16,11
10W8iThtycTD,toys,900,16,16,16
NPQMEAnudedN,toys,29750,16,40,50
guz7hXILTwar,toys,60,16,9,13
IgRBlW4Y5z0j,toys,350,16,16,16
wwPFiUObl8mD,toys,400,16,24,16
BlAZPNjxvTr2,toys,600,16,10,16
LdfOl3BIgL9O,telephony,200,16,3,11
HKmDpiK4Petq,toys,300,16,16,11
0EQftELnwZoz,toys,400,16,8,11
LUWrhDDjQ9zr,toys,1100,16,15,30
2uprVnp0Ol9B,toys,710,16,15,14
7kR6RRMhWk2q,toys,1080,16,20,36
rEGEjDlvhXcZ,toys,167,16,10,17
L01VFtY5fnxi,toys,800,16,10,16
IbmSEhCHVMfu,bed_bath_table,250,16,10,16
h5XaYymgTAoH,toys,450,16,26,14
jO64QPChTqei,toys,550,16,26,11
gJzNlIKk6OFa,health_beauty,1000,16,12,13
c81gd1rgPWP6,toys,500,16,5,20
ZR8fYJZBN7Au,toys,200,16,88,16
9elJPXVT9Gbd,toys,508,16,17,17
r4ZncFv4i21R,toys,150,16,6,18
GeWJZBY7SWwB,toys,200,16,2,11
Iqcxbjpm7Fxk,fashion_bags_accessories,300,16,8,11
kkViIXqfnyUS,watches_gifts,300,16,2,20
wIQwzmtJjmkL,fashion_bags_accessories,200,16,8,11
hB9FCH3Smhna,toys,300,16,12,12
bEIQiBVKuTIA,toys,300,16,2,11
AFh3xkAP2qo3,toys,50,16,2,23
sLaVjO53VJHk,toys,150,16,16,20
1xH3Gj9MjN9B,toys,100,16,6,14
rk9U5djyOrVA,toys,400,16,11,12
WYwIxYuU01jM,stationery,500,16,11,11
88CZlHXf1677,toys,200,16,2,11
4kH7gD0oDk7y,costruction_tools_garden,800,16,16,12
ZornjOjGp1qE,toys,200,16,16,16
JftEt1eVzxsx,computers_accessories,500,16,2,11
UlLRtNPGp3bk,toys,200,16,20,11
G0BLOwyzqOJC,toys,1300,16,50,40
NLwEOx4I743R,sports_leisure,600,16,6,16
VVGQrFwtqDtc,health_beauty,450,16,2,11
yonDDeAMAkBU,health_beauty,500,16,5,12
EWfStfMZpkq1,toys,600,16,11,17
ZErN7FYC7JNE,toys,150,16,9,11
ab26E6rVHySP,bed_bath_table,700,16,10,16
6byxQ7pxKRb0,toys,200,16,13,11
a4shQmLdoL4p,toys,250,16,15,15
8OSsQaYvtZt2,toys,1050,16,8,90
vM25v1jg1GQI,perfumery,1000,16,15,15
RtKam4JYCiUg,,200,16,2,11
iwWxoGP8OHcr,toys,200,16,20,11
JFrW7K2F3f7r,toys,150,16,16,16
O1hUkYWwqq3Z,toys,200,16,2,11
8PjU215lKh1W,toys,100,16,16,11
c64YPAFLOoX2,toys,550,16,2,11
PfbqwbHmDISC,toys,50,16,6,20
GW1zD53pagdL,toys,150,16,16,16
9mSsaGsKDgkN,stationery,300,16,11,11
jkFPGPjt6CiT,stationery,100,16,10,15
AbhATgf8Kfke,stationery,50,16,6,11
ZiqGUQWoyf7N,computers_accessories,150,16,8,11
nrwHLDfN8Ruy,toys,500,16,5,20
0XMle0kUevjI,health_beauty,150,16,5,12
CJcj4lO8HkQT,toys,100,16,5,17
quI3aAMldWec,auto,100,16,10,15
zbd8agiV1g5C,baby,600,16,5,11
OqsKLRJyWEMu,fashion_bags_accessories,100,16,5,16
aImvjYnLhpOQ,toys,150,16,2,20
NPhDvYgyzD5T,toys,200,16,16,16
SDyFW1E4qSkX,toys,300,16,17,11
cXOGdIoSUF9s,baby,100,16,16,16
iTBNb4UOWFeb,housewares,1700,16,17,17
0y1RWswomAjV,toys,150,16,8,16
YgS34IaZXvtU,bed_bath_table,250,16,10,16
seUiffmbq62n,toys,700,16,12,12
poEOb7zbwXSZ,toys,600,16,11,11
fWuiybIupjCD,toys,1600,16,33,33
DONMolN9bYwV,toys,600,16,4,11
3m7sbDRgd5vF,toys,175,16,5,11
UJLyyKXTrEgd,toys,13150,16,50,50
JvNXh4KNy7Ks,toys,200,16,5,20
dKfMoAFltkpw,toys,100,16,5,11
kaXeToobQNCT,toys,100,16,5,14
XhKe4WL1msUj,books_imported,300,16,14,16
IQE3lr84rUzh,toys,100,16,5,20
je1oUUGSEyTK,toys,100,16,19,16
5BzXMEIAWV17,health_beauty,600,16,20,15
ls58kdFwP8im,toys,400,16,14,12
lr58RSByiu1n,toys,150,16,10,27
LlmFTveLk0N8,housewares,600,16,12,12
lUG9j2d3bxBo,toys,200,16,16,11
eYd7JJipNV0J,toys,800,16,16,16
vpisxRLtIkdZ,toys,150,16,5,11
aVCaT1JFFMo7,toys,2500,16,19,16
8GypS8rTNnO4,toys,550,16,10,16
4Qtipx5VnfBj,toys,650,16,10,11
6lRqooODK9tI,home_appliances,350,16,35,25
1yVPkhqhk4yB,garden_tools,3950,16,64,38
jGFWtQZsTW9R,toys,150,16,10,16
tdkax8meW4Z9,toys,88,16,16,12
cmxILeg0dnPD,small_appliances,400,16,35,25
BOS1Be3tLWEH,toys,300,16,25,15
vAX1K840xvoy,toys,200,16,5,12
6IwBgw9UcmFm,toys,200,16,16,11
Xe5QJDjb4OCL,baby,2200,16,35,49
xKXMf9j21ta7,toys,200,16,2,20
0hz2QJynEe6R,toys,1650,16,10,16
zYQ7NTeIp4tY,toys,200,16,16,16
o4ndUij2Z9ue,toys,185,16,7,12
0BMl7UlJwJ9H,toys,1250,16,26,40
KgLD74xYwbGU,toys,7950,16,60,60
GMWoibTsrtMn,toys,300,16,17,12
QB2iPFBXLwQF,health_beauty,250,16,6,11
W0ZsNz2DaPzM,toys,200,16,2,11
pSwQxm6IiSyf,toys,1000,16,20,16
qWuYpxA6s7GM,toys,500,16,19,15
yboAxxpwKgP0,toys,400,16,12,13
wJDgEeffDe57,toys,250,16,11,20
hc173NNqeABP,toys,100,16,6,15
qMZmPA2LRJBE,toys,1000,16,2,11
n5eWiZXjQx5n,auto,650,16,29,22
PPJwvLxvZuAz,toys,600,16,15,15
S8tjOdiaDldf,toys,7800,16,68,48
gfIQTwDclU4I,toys,350,16,20,11
g8JOobTcvN0F,toys,200,16,2,11
irjFpQZhBux0,toys,600,16,25,13
qi7L2qxfCymY,toys,467,16,17,13
9hHxVfanrQ0K,toys,600,16,11,12
c1wY92EkDuJO,toys,500,16,11,12
DxPpqQQSXzyj,toys,400,16,20,16
JvWlzY7UNYk9,perfumery,100,16,6,11
JKIqJ4GgjJ16,toys,2250,16,25,11
kze89Zy5TUrg,toys,200,16,7,13
IYfu8d4bTc8F,home_construction,450,16,20,16
zE4c5vB9UYmZ,toys,100,16,6,13
HNU84Z3EzR5G,toys,450,16,16,16
BCA3uLRkXVdH,pet_shop,300,16,4,11
shFkZWIOApH2,toys,750,16,27,35
Ujlnc3kppYAs,toys,150,16,5,11
BwUWXRVoaf3P,auto,250,16,6,15
KbmaquxJcZuA,housewares,600,16,20,20
6W5gIQCbiGpg,home_appliances,600,16,10,18
Kn1SnEu090jD,toys,150,16,2,11
tCINpDW4Kqcy,toys,400,16,7,12
GNqMnFHVZUtH,toys,700,16,21,18
n9FniHWnmKVI,toys,150,16,2,16
5VCnKjjDHEQS,toys,500,16,19,11
HvjquMJT3mxs,toys,800,16,10,16
UmdLtZpkBUSs,fashion_bags_accessories,50,16,9,11
B0lI13pN9y02,stationery,1250,16,39,37
g0Jxs7iuaKMe,toys,450,16,5,20
tIrVwkuaddTB,toys,200,16,12,11
gfcFQOkHNoDX,toys,400,16,20,16
EwPxZVpvycBh,toys,250,16,5,25
G8mqZoLt77A9,toys,100,16,16,16
RsqBxnBfzpVh,toys,750,16,30,11
9Jvyli0qrNVq,toys,500,16,12,12
YVfTmvnxoGBL,toys,700,16,15,12
C5ephAWksZvy,auto,400,16,7,12
GgkJBX9WHgMf,bed_bath_table,550,16,10,16
tJKRAQFvB6DD,toys,150,16,9,11
ezqRo7CjCRUX,sports_leisure,300,16,4,20
g0W8MSY4XI9D,audio,200,16,8,11
x3wG3KQLAoXi,toys,400,16,16,11
ToyHQ0QWFhYU,toys,300,16,4,11
TkLWzM1hshn5,toys,200,16,16,16
QFTKWPC828Ru,toys,217,16,16,11
YkQOO2HGsKfm,auto,500,16,16,12
j4ytm4njjk4W,perfumery,250,16,2,20
VrvGPriJe4av,toys,575,16,13,14
3DaRy21Fi2tQ,toys,100,16,3,11
YmRDNtUMKksM,toys,200,16,8,11
oS0fzN8J7MVD,toys,200,16,7,11
7BaQSoatS4U9,toys,233,16,16,17
UFV3OXYrN6xy,toys,300,16,17,11
r2H5fqpiXVrc,toys,3000,16,50,40
qvIJJCGsHqhs,toys,200,16,4,16
W6CugJtGqHYq,toys,467,16,16,11
DYivWv11skRz,telephony,350,16,6,11
EDlsomiNiDpR,toys,400,16,5,11
2J6LiOzFeGII,sports_leisure,300,16,6,20
BEsrA0hPBRcA,toys,400,16,11,12
4DGGAtcXRTG5,toys,250,16,11,11
JQ7Pn1vOneEc,sports_leisure,250,16,16,16
c5PSoBFU4gE1,toys,367,16,15,14
Mr7fcXP2ozda,toys,650,16,2,11
WohyGjWqRyh4,pet_shop,150,16,12,15
xUERHXzT3cbp,toys,450,16,4,11
jKUyQkB4tQyp,housewares,450,16,26,11
WLjEsUSxjaW4,toys,200,16,2,11
EmYTFvXAtcHE,toys,1700,16,16,16
rFHMkInyxATJ,toys,900,16,57,15
56sfWNxdeeeB,stationery,1400,16,44,37
I2faXsDpBSsQ,stationery,100,16,5,16
EJfzOudaFB4L,toys,200,16,2,11
zkE3qtLkkH0K,watches_gifts,300,16,12,12
nQLIDf9U9xY3,auto,100,16,16,16
mjBLjuTdP3R2,toys,550,16,10,16
obUiEZlM3yBD,toys,250,16,15,14
HllVxiTT6kJB,computers_accessories,400,16,16,13
i0vcPh9Cc9XV,toys,500,16,11,17
cmQc9zF2u6VS,sports_leisure,200,16,3,11
csMb69P3Lt4N,bed_bath_table,150,16,10,16
esEcmwl6bl5x,computers_accessories,200,16,16,16
OwdvGpcpEqpc,toys,200,16,16,16
LJIMgLcqdbgF,toys,300,16,16,11
JuJGPHfzJpsm,toys,100,16,9,11
t9aoww9Agvfg,toys,250,16,20,15
luSvnpD20NDz,toys,50,16,12,11
bg3FVhr6dBVL,toys,50,16,8,11
Tir97D7u33Jj,stationery,1200,16,50,40
cXfnSd5hUZcv,toys,200,16,4,11
8QQrkcBfh4Fi,toys,300,16,35,25
NjVp5vJ9updY,watches_gifts,140,16,14,14
FP4prf5hv7nN,toys,150,16,2,11
KoJhJTRhecEG,toys,1100,16,20,16
YItEaFmbDXbb,toys,250,16,14,15
QkmukYTuUckO,toys,500,16,10,12
rt1t07rsXUZu,toys,2650,16,24,24
NDI2jwOdpt0L,,200,16,2,11
feDUHfvh2I9o,toys,1400,16,16,15
uPXa7CxY7hex,toys,200,16,2,11
KzhY03IPB863,toys,100,16,9,11
oamB5XOIMRAe,toys,200,16,9,11
4miksVAdb9jT,,200,16,2,11
ne3MpytpelOk,toys,250,16,2,11
OVCO6AhnpFdr,toys,750,16,9,12
2zxaZIrqB5NI,toys,150,16,17,14
92az5J7uaDIK,toys,500,16,38,38
b34hGNwHA8fX,toys,600,16,11,11
6gZVQIpBQqW1,toys,250,16,7,11
WDYri9lChEbH,toys,150,16,16,20
zJiIF44uRrxU,perfumery,100,16,16,11
nUB24Y4uKmro,musical_instruments,550,16,6,12
UfnbrjcFzV1s,bed_bath_table,1250,16,10,16
n3SiRv6xaYVI,pet_shop,300,16,16,16
xxsDPEkdFDsJ,toys,500,16,11,11
JlGywWsnvED5,toys,100,16,2,11
2daoU9wLrstv,toys,300,16,16,16
wqHmPZ40lveM,toys,200,16,2,20
txfknn6Hwvpf,toys,200,16,2,11
4K7k31W3VYOV,toys,150,16,7,13
3ntIpnlh4wT6,toys,150,16,16,16
H6plaEacUXFr,toys,100,16,5,16
6Vb1I0mRNFZw,toys,1850,16,4,11
nMNS7iYU6nlf,toys,250,16,4,13
wNWmeFZSrj6b,toys,233,16,15,9
7jE1mbnhIdTa,toys,550,16,27,16
ohd01XzlYci5,toys,200,16,4,20
3J48cSz2ij7d,health_beauty,150,16,13,11
WweNDCSGCI4o,perfumery,200,16,16,16
BvNJzOftFRIX,furniture_decor,200,16,16,16
OjeQC5Syb39t,toys,250,16,4,11
60YbUmyzCRcu,toys,150,16,6,11
icwxvRReEeVb,toys,350,16,16,11
CA8Pt7y4lXg0,toys,250,16,4,11
lJZYcOxN8WEW,toys,150,16,16,16
aceYzgr20CuQ,toys,350,16,12,12
lrxlkt4eanPT,toys,600,16,9,11
zcNrJlYHG4iL,toys,175,16,12,12
QIMYAnm71PCG,toys,300,16,6,12
Af2N4JhvO37y,toys,400,16,13,24
z3GHvjTXAA2i,toys,300,16,3,15
c16Qkemep1i9,watches_gifts,280,16,7,14
GHITQx1igaLK,computers_accessories,250,16,15,15
jOostSvJfAa3,auto,400,16,7,11
f9fRgepfxmKg,toys,300,16,16,15
rGAw7NjMA7Ie,fashion_bags_accessories,200,16,9,11
ZaNwikL30Si2,toys,800,16,29,20
YINw0SXj4SLt,toys,1750,16,16,15
CwRmly8VOUEh,toys,300,16,11,11
Gm2nyHLaQDJt,toys,150,16,9,11
zMZHJFjQucgx,toys,500,16,14,11
WZZ0ixipAYmK,toys,300,16,16,16
3abpQcq0Z4fy,computers_accessories,200,16,5,11
5tdOmxCZ86qH,electronics,600,16,63,33
4DaDrSDLGSx5,computers_accessories,200,16,2,11
xnHZp5ga8o6j,toys,1700,16,11,11
gSxIS0K5AzAB,toys,100,16,5,16
bPVSSwDPPgCb,toys,200,16,11,20
zelTF7mKrJ6b,health_beauty,1725,16,30,16
6Y6OsFjYRVE9,toys,150,16,10,16
gB3BlazuJgES,construction_tools_construction,650,16,11,11
8smKD7CC5j2l,toys,900,16,27,35
PUtlakncQpbw,toys,150,16,8,12
ZsojJA9XPzUg,telephony,200,16,3,11
DymSbRzaGqW1,perfumery,200,16,12,20
c7iU0hH32CNG,toys,150,16,9,11
K1CnKE4HSyym,toys,1100,16,5,11
kAwPAvAvlsh6,toys,225,16,3,11
3LKFZ0IbCjwI,toys,300,16,2,11
JHx9vcQPHo1r,toys,100,16,7,11
qxiRDDUgQc7x,toys,500,16,7,13
lvMwvjpE6TLp,toys,200,16,16,16
iQmsQWo43Fc1,health_beauty,450,16,15,15
zHp21bETKvVI,bed_bath_table,450,16,10,16
D1y5Fr7ecb3y,health_beauty,483,16,16,14
huFIF4r9M4Ks,fashion_bags_accessories,150,16,9,11
4JbfjA1Gn04N,toys,200,16,7,23
jvKBvCV4CWT0,toys,2150,16,2,11
t7Sd6VXNTACj,toys,500,16,10,11
nxr38UYhxmKe,toys,350,16,2,20
zioOvemNehKn,toys,500,16,2,11
jiQ8ulk7uU47,toys,300,16,2,11
99eXgsMMPgFd,telephony,100,16,3,11
7WaoDq3CNZeM,toys,600,16,25,12
fkFftMigUaod,toys,200,16,6,16
KMaGckgHmjWx,toys,350,16,16,16
YuQHgay4d7Ih,toys,250,16,16,16
yA2EQGfkgtQI,health_beauty,350,16,7,11
lpuAAOTyaSV2,toys,200,16,8,11
1Vo1ipsXIA6Y,watches_gifts,200,16,11,11
9wZOq95o6v9s,toys,200,16,2,11
KvuKt5GzIt7H,toys,500,16,28,16
UZNnWXgLCWJf,toys,100,16,9,11
1hsXOUIy6SpL,health_beauty,270,16,16,15
2GBumWtyD5rC,toys,300,16,2,11
tDqJJEIx2cLQ,toys,400,16,23,15
01JcjFZucBCb,toys,550,16,11,19
84zmoLqVoK6N,cool_stuff,300,16,11,11
sAXVuVgaXoYG,toys,500,16,11,12
DcGp2hlsalGn,toys,200,16,16,16
8HLqrTqH0ooU,toys,250,16,7,11
vGWMDrSZ1SdI,toys,300,16,20,11
lMXwcSfKBkZr,toys,750,16,10,16
WEEyPLBi25kJ,computers_accessories,250,16,7,16
5OFX8vxcjHKh,toys,50,16,4,11
KDaf8o5LqUz8,toys,100,16,17,12
xrYaa2LiCfZV,computers_accessories,100,16,20,20
tFh5BuDl6U3p,toys,100,16,5,16
BvdOLYmrPH8n,toys,450,16,40,30
zqjoJs6m08LH,construction_tools_construction,750,16,11,11
6na0dBL92coW,toys,200,16,9,11
oJS9d6xBqDGT,toys,1600,16,50,16
5hmax4LDNRZd,toys,900,16,16,15
2tL39Q2ST05V,toys,900,16,7,11
QilEYDwZ9Rb2,toys,150,16,17,22
24K7V4nk2MpA,toys,1200,16,10,16
DVFAM4IGMZmm,toys,200,16,9,11
tGwhBepPZ45x,toys,1700,16,32,34
r6OBjKP3qzij,toys,544,16,8,12
hNMWqJH2T522,furniture_decor,300,16,5,20
W6Szt9PMbWPV,fashion_bags_accessories,200,16,2,11
Lr6IyH6ySxuj,toys,350,16,16,16
gBCydgy1iqSw,watches_gifts,200,16,2,11
pG10QXbannNO,toys,225,16,11,11
mHk2Zzv4Vbuz,,100,16,6,11
uzvsr0AaNUdQ,toys,150,16,5,16
zaNTBjBCb9D4,toys,167,16,16,11
Ixf86dLY7k0C,toys,200,16,2,11
5Wr2sirGYqdG,toys,100,16,16,16
T07WOfjRHy6u,health_beauty,450,16,15,15
eNAavjr2wKDA,fashion_male_clothing,100,16,2,11
s8TCwAufjUBN,toys,150,16,9,11
iIhrEHMbyONI,toys,400,16,10,11
Nf0XNJLZFYCM,toys,350,16,8,12
dvwGHgRT30ZY,toys,200,16,10,11
DKBXt8FmqwmS,toys,150,16,8,11
Ng2p3rmLWWTY,toys,6000,16,16,16
CMrrcsvaBifp,toys,250,16,5,12
K78GrQwxspvY,toys,150,16,22,24
ghGpLwww5dmF,toys,150,16,6,20
QA0R1lpjSZFP,toys,588,16,14,13
kC86sKljCh5I,electronics,113,16,10,12
AeseH0Te6atq,toys,100,16,10,15
gwFyk3zFMPem,toys,300,16,11,11
Aa2YyBXcLQRT,toys,630,16,14,30
t7k54tAWDOsx,toys,300,16,6,16
Jja4TUs2MWwe,toys,400,16,10,16
sQl69URZCF6Q,toys,200,16,10,11
SunsL8kNopJl,toys,300,16,13,13
qvQrBUhZpWJs,toys,50,16,7,11
otewektZnHuD,toys,400,16,11,11
SjOkyzhnrGXJ,toys,2650,16,11,11
zufkOpUvXgPf,toys,100,16,5,16
MHPpR7qblXjh,toys,900,16,10,16
iH6ULRnW667K,toys,50,16,3,11
E4RzuYU9H0A5,toys,250,16,2,11
UyNJLbZVPq2E,toys,250,16,12,14
nAlTLqX9cf5n,toys,115,16,13,11
us8MkoyX6np4,toys,150,16,2,11
jZhkwSHKiukl,fashion_bags_accessories,300,16,2,11
LeAz8GLbGnGR,toys,100,16,6,11
O5h7ZaDCHZrx,toys,100,16,2,11
NcI6mmzlbGkF,toys,250,16,11,16
0slwEGJJwYZy,toys,200,16,2,13
yHNbJN42TBER,toys,300,16,16,16
osFs67E61gBd,toys,400,16,16,16
OYSkrpN3opWx,toys,350,16,16,16
4ceNV5Qn3tT7,housewares,150,16,6,11
RzeqSEMQ5lZX,costruction_tools_garden,200,16,3,12
dAthuQSZrk9V,toys,650,16,10,16
LuitPWZLFRX2,toys,300,16,16,16
DmO4bz7jCvZu,toys,500,16,9,20
ks44GSHLaezh,toys,125,16,3,12
NujxNkjyPwBy,toys,300,16,6,17
KaT0CrrkR3Hz,toys,300,16,16,16
iijvCQZ0JR0Y,toys,250,16,2,20
jz0kKxMKpljM,toys,600,16,26,11
JBQ4SAbTdG9l,toys,333,16,9,10
KKuyGvhLIVvH,toys,400,16,2,16
xV3kSKB7oebO,health_beauty,450,16,10,20
L2HBQDvSTK2D,auto,100,16,3,11
TuAHH4JXP7Ty,toys,150,16,16,11
veEdKOOrrXi4,toys,300,16,11,11
hL8WlOi2w9tZ,toys,500,16,21,18
d6IhGcapMqQ3,toys,400,16,16,11
tOdv4BTQjPRC,toys,300,16,11,11
3LyiEvUVcxNS,toys,500,16,14,14
GSFS83oJAoCy,toys,100,16,16,16
EY2vEtE5oHjr,watches_gifts,235,16,14,14
EmRnQDQ7nxcX,toys,250,16,16,11
UBcF4s1w7uZB,toys,200,16,7,16
azVkYZ7Ey5LV,toys,100,16,10,16
uqqz4tA6PyoA,toys,2200,16,51,17
C6y2Tg4B4Uoq,sports_leisure,400,16,16,11
zy0DmFRBmZsh,toys,400,16,12,15
ylCetyJmJa6w,toys,100,16,2,20
0gdw2VClWLfb,toys,100,16,5,16
IcILzO52DCem,toys,18950,16,26,28
p9XfGXUhcwey,electronics,600,16,16,11
DgDhIoezTQPs,toys,150,16,16,11
QJz8d3t32Dw7,toys,2500,16,20,11
W1t5ujO5BKO4,perfumery,200,16,4,11
kqI2Zajn5QGl,fashion_bags_accessories,200,16,2,11
uZzzch5MUPlZ,toys,300,16,2,11
CzXVklyp5l3Y,toys,250,16,2,11
H4n4TvZZ1B7f,toys,250,16,11,11
WViP3DK3h3Lg,furniture_decor,300,16,30,20
2pvymBYWbrZI,toys,300,16,8,11
bqhGubO2GK36,fashion_bags_accessories,300,16,2,11
VkOHILdCtJQL,fashio_female_clothing,450,16,5,20
CiOl5Zl8aGWJ,toys,300,16,8,11
AfgerAMnh9Tu,auto,600,16,2,11
yYXkTIh90t6B,toys,900,16,16,16
kQUubjz9ahr1,toys,100,16,2,11
rZ18psMtovkd,toys,450,16,40,25
o24vKa09ToIV,toys,600,16,10,18
tLzAnyYfIn2U,home_construction,500,16,20,16
f1dpTY7YbfkW,health_beauty,650,16,40,11
pVE6c4iDxI5m,toys,100,16,5,14
enH8L6oy5CG8,toys,350,16,11,11
URJ9oYglijln,toys,250,16,26,16
CtxYRV9kSVWH,toys,200,16,10,20
HHgES2vNyfOQ,fashion_bags_accessories,200,16,5,20
cixgiTCcldGK,toys,500,16,16,20
ek0zNGOmILen,toys,600,16,12,16
uWcKVtbThzmw,fashion_bags_accessories,200,16,9,11
Xs7KPZFt8uvl,watches_gifts,300,16,11,11
AzdsbPyWOEDt,toys,350,16,18,16
XnAjDZm1fAtq,toys,650,16,22,11
2DcOBgMu8bGN,toys,100,16,5,16
Bp2KOP0yCxrK,toys,100,16,3,11
rraIH7ba7IK2,watches_gifts,2100,16,2,11
13qeeaK15x19,toys,400,16,2,11
aM6c1ZL8cEJD,housewares,400,16,11,14
d2T4JHpEf5FX,toys,2560,16,2,11
T2OpZ03wK39a,health_beauty,700,16,16,16
dzfokcRQurIM,health_beauty,250,16,15,11
LILj8SpMPpRG,toys,375,16,3,11
WLsPyGajhDDs,auto,100,16,15,16
GgVkqMmXNpBx,toys,250,16,11,12
NEruT8nkAwoz,,300,16,7,20
Kp9cg89UIKPV,electronics,200,16,15,15
nMblA4vx5Y8W,bed_bath_table,250,16,10,16
uUIbai70ZPd7,auto,200,16,16,16
9yzPtMGNfZMO,auto,2233,16,13,10
2NiwsuefD13o,toys,100,16,3,11
smX5dN4eRNXt,toys,500,16,14,23
itww7L4KQJi8,computers_accessories,200,16,6,14
LyOiwuaN79fk,toys,200,16,2,11
OgJNF9KpWfNW,stationery,100,16,5,16
iwQGX41S6PeS,bed_bath_table,8850,16,10,16
9J5rokpYjDQf,toys,200,16,2,11
DhPMCq6uz8ZT,toys,600,16,25,16
ikZmgSic8IXh,toys,250,16,4,11
zTBpy32NsdrY,toys,10850,16,2,11
7PMTpXQx6Fqb,toys,150,16,7,16
MiaofVnyvQNQ,toys,50,16,10,16
UPoyn6rrHjyf,toys,250,16,6,15
J5vvD6hTyQgY,toys,500,16,15,15
L49N4sujcwHf,toys,150,16,20,20
WOEZDktUOj0a,fashion_bags_accessories,100,16,5,16
pnjqK4FqL8IS,computers_accessories,100,16,4,12
e5cLKV17ya83,toys,500,16,35,25
UUro0ZhiUB4C,toys,600,16,16,22
oopkzXnrDCEx,toys,200,16,8,11
gmpfD6RZZDQm,toys,1050,16,20,16
NBULYHoKPuFm,toys,900,16,15,15
1vGy3xEBuyDE,toys,425,16,10,11
Q1QgQwvjKdKN,toys,150,16,9,11
ToYIwZ9E4ZX4,toys,700,16,50,30
0TrYhzefvMnj,telephony,100,16,3,11
bZvLMdZI3GCb,toys,300,16,7,11
